UserID,Venue category name,Latitude,Longitude,Time,Timegap,Trajectory
2,Sandwich Place,40.73710648,-73.99032308,7/5/2012 10:10:50,0 days 02:29:54.000000000,42
2,Subway,40.67837611,-73.90339851,7/5/2012 13:06:47,0 days 02:55:57.000000000,42
3,Tapas Restaurant,40.72610646,-73.99293427,4/14/2012 20:06:22,1 days 22:20:21.000000000,58
3,Hotel,40.726057,-73.991733,4/14/2012 21:49:26,0 days 01:43:04.000000000,58
3,American Restaurant,40.74499789,-73.98860139,4/20/2012 20:25:23,2 days 01:03:32.000000000,59
3,Hotel,40.74507684,-73.988676,4/20/2012 22:09:37,0 days 01:44:14.000000000,59
3,Medical Center,40.72993511,-73.97866122,7/6/2012 18:21:52,1 days 08:26:27.000000000,68
3,American Restaurant,40.72789473,-73.97905723,7/6/2012 20:05:57,0 days 01:44:05.000000000,68
4,Concert Hall,40.77308313,-73.98281336,4/22/2012 19:59:10,0 days 05:43:26.000000000,74
4,Bar,40.76233786,-73.98240319,4/22/2012 20:41:19,0 days 00:42:09.000000000,74
4,Concert Hall,40.766607,-73.982547,5/17/2012 11:13:39,0 days 15:30:03.000000000,76
4,Bank,40.76443426,-73.98249502,5/17/2012 11:42:51,0 days 00:29:12.000000000,76
4,Post Office,40.81117716,-73.95323455,5/17/2012 12:45:43,0 days 01:02:52.000000000,76
4,General College & University,40.80808596,-73.95549611,6/26/2012 18:48:02,6 days 01:21:08.000000000,80
4,Church,40.8168158,-73.9413925,6/26/2012 19:41:23,0 days 00:53:21.000000000,80
4,Gym / Fitness Center,40.80927,-73.94907117,6/26/2012 22:38:07,0 days 02:56:44.000000000,80
5,Department Store,40.73215319,-74.03588891,6/30/2012 18:19:50,4 days 06:05:21.000000000,91
5,Department Store,40.73215319,-74.03588891,6/30/2012 20:15:14,0 days 01:55:24.000000000,91
5,Food & Drink Shop,40.73114507,-74.04147863,6/30/2012 20:59:59,0 days 00:44:45.000000000,91
5,Mall,40.72696607,-74.03832436,7/3/2012 18:23:36,0 days 22:58:46.000000000,92
5,Food & Drink Shop,40.72891738,-74.04134989,7/3/2012 18:35:05,0 days 00:11:29.000000000,92
5,Bar,40.70407936,-74.01269785,7/12/2012 19:06:36,1 days 23:52:27.000000000,94
5,Building,40.71186956,-74.01181415,7/12/2012 19:40:03,0 days 00:33:27.000000000,94
5,Train Station,40.71267093,-74.01193142,7/12/2012 19:40:32,0 days 00:00:29.000000000,94
5,Mall,40.72696607,-74.03832436,7/12/2012 19:59:20,0 days 00:18:48.000000000,94
5,Residential Building (Apartment / Condo),40.72931156,-74.04107715,7/12/2012 20:26:27,0 days 00:27:07.000000000,94
5,Train Station,40.71267093,-74.01193142,8/10/2012 19:12:04,13 days 01:16:29.000000000,101
5,Subway,40.72688476,-74.03454781,8/10/2012 19:23:00,0 days 00:10:56.000000000,101
5,Bank,40.72828979,-74.03468558,8/10/2012 19:28:02,0 days 00:05:02.000000000,101
5,Bar,40.70407936,-74.01269785,10/11/2012 18:25:46,8 days 05:59:50.000000000,109
5,Building,40.71173704,-74.01203221,10/11/2012 19:42:36,0 days 01:16:50.000000000,109
5,Subway,40.72688476,-74.03454781,10/11/2012 19:58:44,0 days 00:16:08.000000000,109
6,Fried Chicken Joint,40.76469593,-73.8851975,11/15/2012 17:49:01,2 days 17:48:54.000000000,119
6,Bus Station,40.76607904,-73.88352871,11/15/2012 18:40:16,0 days 00:51:15.000000000,119
6,Subway,40.73009874,-73.86145272,11/15/2012 21:20:20,0 days 02:40:04.000000000,119
6,Subway,40.74970348,-73.987813,11/15/2012 22:02:42,0 days 00:42:22.000000000,119
6,Office,40.69008723,-73.98177762,11/15/2012 22:30:03,0 days 00:27:21.000000000,119
6,Bus Station,40.91234505,-73.90275478,11/16/2012 21:04:59,0 days 04:19:21.000000000,121
6,Subway,40.74637912,-73.98189068,11/16/2012 22:05:06,0 days 01:00:07.000000000,121
6,Subway,40.69043337,-73.98528099,11/16/2012 23:02:30,0 days 00:57:24.000000000,121
6,Japanese Restaurant,40.79948534,-73.96830729,11/17/2012 0:58:11,0 days 01:55:41.000000000,121
6,Subway,40.79467579,-73.97176266,11/17/2012 1:01:00,0 days 00:02:49.000000000,121
6,Home (private),40.8331652,-73.94186034,11/17/2012 2:35:32,0 days 01:34:32.000000000,121
6,Home (private),40.8331652,-73.94186034,11/20/2012 14:05:34,0 days 14:41:02.000000000,124
6,Subway,40.70858836,-73.99103165,11/20/2012 17:01:18,0 days 02:55:44.000000000,124
6,Bus Station,40.75909046,-73.83005619,11/20/2012 18:17:15,0 days 01:15:57.000000000,124
6,Home (private),40.8331652,-73.94186034,12/1/2012 14:39:46,2 days 11:48:27.000000000,131
6,Subway,40.83128283,-73.9413925,12/1/2012 15:54:25,0 days 01:14:39.000000000,131
6,Office,40.69008723,-73.98177762,12/1/2012 17:35:07,0 days 01:40:42.000000000,131
6,Bus Station,40.82783908,-73.92576814,12/1/2012 18:47:17,0 days 01:12:10.000000000,131
6,Train Station,40.76308867,-73.77126217,12/2/2012 18:57:20,0 days 04:07:00.000000000,133
6,Bridge,40.80023122,-73.82881165,12/2/2012 20:10:19,0 days 01:12:59.000000000,133
6,Subway,40.86046649,-73.92554283,12/2/2012 21:19:17,0 days 01:08:58.000000000,133
6,Subway,40.68805851,-73.98049054,12/17/2012 16:26:54,0 days 19:08:28.000000000,143
6,Subway,40.74637912,-73.98189068,12/17/2012 17:03:28,0 days 00:36:34.000000000,143
6,Bridge,40.75673368,-73.95445704,12/17/2012 17:34:32,0 days 00:31:04.000000000,143
6,Bus Station,40.69908885,-73.8067628,12/17/2012 18:40:38,0 days 01:06:06.000000000,143
6,Office,40.69008723,-73.98177762,12/27/2012 16:00:27,0 days 12:16:16.000000000,149
6,Subway,40.77007682,-73.91798973,12/27/2012 17:41:04,0 days 01:40:37.000000000,149
6,Airport,40.773839,-73.87122,12/27/2012 19:22:08,0 days 01:41:04.000000000,149
6,Bridge,40.78008648,-73.92702341,12/27/2012 19:53:02,0 days 00:30:54.000000000,149
6,Other Great Outdoors,40.65125965,-74.00391698,1/7/2013 4:35:21,0 days 03:24:41.000000000,155
6,Bus Station,40.65267596,-74.00214672,1/7/2013 5:24:09,0 days 00:48:48.000000000,155
6,Bus Station,40.65573902,-73.90721699,1/7/2013 7:21:13,0 days 01:57:04.000000000,155
6,Bus Station,40.61947411,-73.98995876,1/7/2013 8:20:11,0 days 00:58:58.000000000,155
6,Bus Station,40.60531946,-73.98041169,1/9/2013 22:54:24,0 days 04:28:30.000000000,157
6,Subway,40.57745558,-73.98124695,1/10/2013 1:06:03,0 days 02:11:39.000000000,157
6,Plaza,40.75648987,-73.98626804,1/10/2013 3:43:31,0 days 02:37:28.000000000,157
6,Donut Shop,40.83416102,-73.94503761,1/10/2013 4:37:29,0 days 00:53:58.000000000,157
6,Subway,40.6698444,-73.95046659,1/17/2013 23:47:29,0 days 18:59:11.000000000,164
6,Subway,40.65078399,-73.9495896,1/18/2013 0:44:33,0 days 00:57:04.000000000,164
6,Home (private),40.8331652,-73.94186034,1/29/2013 18:36:20,4 days 14:57:00.000000000,167
6,Subway,40.68805851,-73.98049054,1/29/2013 20:32:10,0 days 01:55:50.000000000,167
6,Subway,40.75650613,-73.98802757,2/8/2013 0:47:23,0 days 18:46:51.000000000,174
6,Office,40.69008723,-73.98177762,2/8/2013 2:44:59,0 days 01:57:36.000000000,174
6,Subway,40.68991272,-73.98150444,2/8/2013 3:23:35,0 days 00:38:36.000000000,174
6,Subway,40.81554068,-73.95842347,2/8/2013 5:20:24,0 days 01:56:49.000000000,174
7,School,40.79336765,-73.94829806,4/4/2012 7:49:27,0 days 16:13:49.000000000,178
7,School,40.79336765,-73.94829806,4/4/2012 7:52:42,0 days 00:03:15.000000000,178
7,Gym / Fitness Center,40.80927,-73.94907117,4/4/2012 8:47:01,0 days 00:54:19.000000000,178
7,School,40.79367378,-73.94884338,4/19/2012 8:20:27,0 days 12:46:09.000000000,191
7,Food & Drink Shop,40.77191392,-73.95900894,4/19/2012 9:08:25,0 days 00:47:58.000000000,191
7,Coffee Shop,40.77211113,-73.96095474,4/19/2012 9:10:11,0 days 00:01:46.000000000,191
7,Financial or Legal Service,40.774406,-73.959846,5/3/2012 14:32:05,0 days 03:36:53.000000000,200
7,Coffee Shop,40.77211113,-73.96095474,5/3/2012 14:47:33,0 days 00:15:28.000000000,200
7,Food & Drink Shop,40.774111,-73.959546,5/4/2012 17:22:29,0 days 04:46:06.000000000,201
7,Art Gallery,40.77481616,-73.96447895,5/4/2012 18:47:01,0 days 01:24:32.000000000,201
7,Bar,40.74547800000001,-73.97780999999998,5/4/2012 20:08:48,0 days 01:21:47.000000000,201
7,School,40.79367378,-73.94887208,5/18/2012 7:36:35,1 days 11:16:19.000000000,210
7,Park,40.76480995,-73.97337528,5/18/2012 8:26:53,0 days 00:50:18.000000000,210
7,Bakery,40.76,-73.97549599999998,5/18/2012 8:41:29,0 days 00:14:36.000000000,210
7,Art Museum,40.76139684,-73.97698575,5/18/2012 10:52:16,0 days 02:10:47.000000000,210
7,Tattoo Parlor,40.77169481,-73.90874419,6/26/2012 20:22:54,14 days 11:56:20.000000000,217
7,Gastropub,40.75877063,-73.91840664,6/26/2012 20:50:09,0 days 00:27:15.000000000,217
7,Coffee Shop,40.77211113,-73.96095474,7/3/2012 9:55:34,6 days 13:05:25.000000000,218
7,Vegetarian / Vegan Restaurant,40.77130228,-73.96158038,7/3/2012 9:57:51,0 days 00:02:17.000000000,218
7,Gym / Fitness Center,40.80927,-73.94907117,7/5/2012 20:57:26,0 days 11:14:15.000000000,219
7,Music Venue,40.81440532,-73.94437174,7/5/2012 23:09:56,0 days 02:12:30.000000000,219
7,Food & Drink Shop,40.733879,-73.988185,7/7/2012 9:19:11,0 days 12:02:30.000000000,220
7,Gym / Fitness Center,40.80927,-73.94907117,7/7/2012 10:50:49,0 days 01:31:38.000000000,220
7,Coffee Shop,40.77211113,-73.96095474,7/13/2012 11:02:04,0 days 13:07:54.000000000,224
7,Vegetarian / Vegan Restaurant,40.77130228,-73.96158038,7/13/2012 11:02:27,0 days 00:00:23.000000000,224
7,Burger Joint,40.76853552,-73.95557647,7/13/2012 11:42:50,0 days 00:40:23.000000000,224
7,School,40.79340457,-73.94856785,10/22/2012 8:31:48,2 days 23:57:47.000000000,228
7,Coffee Shop,40.77211113,-73.96095474,10/22/2012 9:28:23,0 days 00:56:35.000000000,228
7,American Restaurant,40.77970083,-73.95599549,12/9/2012 15:44:22,0 days 04:59:03.000000000,234
7,Coffee Shop,40.77211113,-73.96095474,12/9/2012 17:19:44,0 days 01:35:22.000000000,234
8,Spa / Massage,40.72772898,-74.00727512,1/29/2013 14:30:35,0 days 06:46:09.000000000,246
8,Coffee Shop,40.73819586,-74.00347051,1/29/2013 16:07:38,0 days 01:37:03.000000000,246
9,Office,40.74622927,-73.982381,4/26/2012 10:16:31,0 days 14:15:34.000000000,254
9,Coffee Shop,40.74404465,-73.98373696,4/26/2012 11:01:29,0 days 00:44:58.000000000,254
9,Office,40.74072399,-73.98694856,4/26/2012 11:01:57,0 days 00:00:28.000000000,254
9,Garden,40.72477483,-73.98248881,4/29/2012 11:09:26,0 days 21:59:23.000000000,257
9,Coffee Shop,40.73530691,-74.00594954,4/29/2012 11:31:27,0 days 00:22:01.000000000,257
9,Italian Restaurant,40.72007096,-73.98823142,5/5/2012 12:02:48,0 days 12:46:38.000000000,263
9,Tea Room,40.720112,-73.98885351,5/5/2012 13:09:55,0 days 01:07:07.000000000,263
9,Mexican Restaurant,40.75922049,-73.98880005,5/5/2012 13:16:48,0 days 00:06:53.000000000,263
9,Harbor / Marina,40.70566047,-74.00287628,5/5/2012 14:03:11,0 days 00:46:23.000000000,263
9,Other Great Outdoors,40.70281445,-74.01436767,5/5/2012 14:18:24,0 days 00:15:13.000000000,263
9,Flea Market,40.71985686,-73.96130487,5/13/2012 15:12:49,0 days 05:07:31.000000000,269
9,Park,40.71670665,-73.967078,5/13/2012 15:13:27,0 days 00:00:38.000000000,269
9,Park,40.69118179,-73.97480965,5/13/2012 15:33:06,0 days 00:19:39.000000000,269
9,Train Station,40.7507948,-73.99357639,5/13/2012 17:10:17,0 days 01:37:11.000000000,269
9,Office,40.74072399,-73.98694856,5/14/2012 10:00:45,0 days 16:50:28.000000000,270
9,Food Truck,40.74265628,-73.98901463,5/14/2012 12:53:00,0 days 02:52:15.000000000,270
9,Flea Market,40.71985686,-73.96130487,7/15/2012 15:12:09,0 days 11:08:24.000000000,280
9,Moving Target,40.664661,-73.97685899999998,7/15/2012 16:37:05,0 days 01:24:56.000000000,280
9,Athletic & Sport,40.66149879,-73.97472382,7/15/2012 16:38:44,0 days 00:01:39.000000000,280
9,Movie Theater,40.73135645,-73.9886713,12/15/2012 11:19:08,0 days 12:10:06.000000000,283
9,Bagel Shop,40.73165485,-73.98844485,12/15/2012 11:21:25,0 days 00:02:17.000000000,283
10,Bike Shop,40.77867602,-73.95118535,4/10/2012 19:11:15,1 days 06:20:19.000000000,287
10,Home (private),40.77561585,-73.95361626,4/10/2012 21:50:46,0 days 02:39:31.000000000,287
10,Train Station,40.71267093,-74.01193142,4/15/2012 9:27:42,0 days 14:43:23.000000000,289
10,Train Station,40.73420076,-74.16483829,4/15/2012 10:31:45,0 days 01:04:03.000000000,289
10,Other Great Outdoors,40.78418091,-73.9590168,4/28/2012 12:04:39,0 days 16:04:18.000000000,295
10,Home (private),40.76908104,-73.97712596,4/28/2012 13:27:24,0 days 01:22:45.000000000,295
10,Italian Restaurant,40.76449771,-73.98257537,4/28/2012 13:30:54,0 days 00:03:30.000000000,295
10,Event Space,40.72525129,-74.00796373,4/28/2012 15:06:09,0 days 01:35:15.000000000,295
10,Food Truck,40.75694115,-73.98298859,5/3/2012 13:08:17,1 days 13:04:40.000000000,299
10,Park,40.75372797,-73.98368836,5/3/2012 13:33:06,0 days 00:24:49.000000000,299
10,Candy Store,40.75465789,-73.98798732,5/3/2012 13:48:07,0 days 00:15:01.000000000,299
10,Bookstore,40.75485026,-73.98800494,5/3/2012 13:59:28,0 days 00:11:21.000000000,299
10,Bookstore,40.73316247,-73.99104044,6/4/2012 20:06:08,1 days 05:51:12.000000000,308
10,Chinese Restaurant,40.72770626,-73.985601,6/4/2012 20:20:08,0 days 00:14:00.000000000,308
10,Concert Hall,40.7403711,-73.98353954,7/28/2012 17:51:30,12 days 09:02:27.000000000,314
10,Indian Restaurant,40.742205,-73.98295999999998,7/28/2012 18:41:02,0 days 00:49:32.000000000,314
10,Food & Drink Shop,40.77823534,-73.95152401,7/28/2012 20:36:50,0 days 01:55:48.000000000,314
10,Salon / Barbershop,40.78049269,-73.95404935,8/18/2012 11:34:47,0 days 08:24:01.000000000,316
10,American Restaurant,40.771986,-73.947569,8/18/2012 12:46:33,0 days 01:11:46.000000000,316
10,Home (private),40.78549052,-73.95361626,8/18/2012 14:32:39,0 days 01:46:06.000000000,316
10,Sporting Goods Shop,40.72463254,-73.99553239,8/18/2012 15:54:03,0 days 01:21:24.000000000,316
11,Hotel,40.71532523,-74.00952456,5/29/2012 18:30:10,0 days 05:11:59.000000000,322
11,Gym / Fitness Center,40.77424773,-73.9816284,5/29/2012 20:30:16,0 days 02:00:06.000000000,322
11,Spa / Massage,40.73303953,-73.99974042,5/29/2012 21:40:13,0 days 01:09:57.000000000,322
11,Spa / Massage,40.73303953,-73.99974042,6/3/2012 21:40:09,0 days 03:06:42.000000000,324
11,Hotel,40.71532523,-74.00952456,6/3/2012 23:00:23,0 days 01:20:14.000000000,324
11,Park,40.75372797,-73.98368836,7/9/2012 6:04:57,0 days 05:46:09.000000000,327
11,Hotel,40.71532523,-74.00952456,7/9/2012 7:19:37,0 days 01:14:40.000000000,327
11,University,40.72898243,-73.99583817,1/14/2013 9:00:17,1 days 12:30:09.000000000,340
11,Fast Food Restaurant,40.75363804,-73.99246368,1/14/2013 12:00:14,0 days 02:59:57.000000000,340
11,College Academic Building,40.72941622,-73.99291131,1/14/2013 13:00:13,0 days 00:59:59.000000000,340
11,University,40.72898243,-73.99583817,1/14/2013 14:45:04,0 days 01:44:51.000000000,340
12,Bus Station,40.70780845,-73.80318405,4/17/2012 17:40:29,0 days 10:14:33.000000000,352
12,Food & Drink Shop,40.75778225,-73.82794674,4/17/2012 18:14:25,0 days 00:33:56.000000000,352
12,Miscellaneous Shop,40.76198471,-73.83173755,4/17/2012 18:49:56,0 days 00:35:31.000000000,352
12,Bus Station,40.70759791,-73.80280492,4/19/2012 18:16:41,0 days 23:38:29.000000000,354
12,Food & Drink Shop,40.764016,-73.82947598,4/19/2012 19:19:27,0 days 01:02:46.000000000,354
12,Subway,40.69308534,-73.92848253,4/20/2012 17:36:57,0 days 10:29:17.000000000,355
12,Italian Restaurant,40.71732496,-73.99836888,4/20/2012 20:22:28,0 days 02:45:31.000000000,355
12,General Travel,40.7141721,-73.99654971,4/20/2012 21:58:25,0 days 01:35:57.000000000,355
12,Neighborhood,40.75951305,-73.83147240000002,4/20/2012 22:40:25,0 days 00:42:00.000000000,355
12,Coffee Shop,40.75811474,-73.82963978,4/28/2012 6:44:14,0 days 12:21:16.000000000,360
12,Bus Station,40.70759791,-73.80280492,4/28/2012 7:28:06,0 days 00:43:52.000000000,360
12,Bus Station,40.70738067,-73.80256939,5/8/2012 17:56:22,0 days 10:56:51.000000000,369
12,Neighborhood,40.7648764,-73.81782532,5/8/2012 18:38:19,0 days 00:41:57.000000000,369
12,Miscellaneous Shop,40.76187648,-73.83145612,5/8/2012 18:47:50,0 days 00:09:31.000000000,369
12,Food & Drink Shop,40.76396261,-73.82912420000002,5/8/2012 19:41:33,0 days 00:53:43.000000000,369
12,Sushi Restaurant,40.764123,-73.828082,5/8/2012 20:13:32,0 days 00:31:59.000000000,369
12,Bus Station,40.70738067,-73.80256939,5/11/2012 7:01:26,0 days 09:02:37.000000000,372
12,Breakfast Spot,40.70647544,-73.80270726,5/11/2012 7:16:15,0 days 00:14:49.000000000,372
12,Drugstore / Pharmacy,40.71792884,-74.0009398,5/11/2012 18:02:37,0 days 10:46:22.000000000,373
12,Thai Restaurant,40.720288,-73.99952352,5/11/2012 18:33:36,0 days 00:30:59.000000000,373
12,Coffee Shop,40.75811474,-73.82963978,5/12/2012 6:53:43,0 days 08:43:20.000000000,374
12,Bus Station,40.70738067,-73.80256939,5/12/2012 7:15:01,0 days 00:21:18.000000000,374
12,Bus Station,40.70738067,-73.80256939,5/17/2012 17:57:55,0 days 11:03:50.000000000,380
12,Food & Drink Shop,40.76396261,-73.82912420000002,5/17/2012 19:28:36,0 days 01:30:41.000000000,380
12,Bus Station,40.7090706,-73.80420081,5/21/2012 18:10:27,0 days 11:06:37.000000000,384
12,Neighborhood,40.7648764,-73.81782532,5/21/2012 18:38:37,0 days 00:28:10.000000000,384
12,Food & Drink Shop,40.60488637,-73.97821929999998,5/28/2012 19:00:41,0 days 04:07:07.000000000,390
12,Asian Restaurant,40.5995839,-73.98979509,5/28/2012 20:56:56,0 days 01:56:15.000000000,390
12,Bus Station,40.70930188,-73.80421804,6/12/2012 6:45:28,0 days 11:46:20.000000000,400
12,Breakfast Spot,40.70647544,-73.80270726,6/12/2012 7:01:00,0 days 00:15:32.000000000,400
12,Thrift / Vintage Store,40.63612878,-74.02588964,6/30/2012 15:28:38,3 days 08:38:14.000000000,404
12,Coffee Shop,40.61919611,-73.99012221,6/30/2012 15:44:43,0 days 00:16:05.000000000,404
12,Diner,40.60570192,-73.98525554,7/15/2012 11:10:34,1 days 16:17:52.000000000,405
12,Department Store,40.78292986,-73.83085012,7/15/2012 13:54:24,0 days 02:43:50.000000000,405
12,Diner,40.60570192,-73.98525554,10/27/2012 12:17:31,0 days 14:59:11.000000000,410
12,Salon / Barbershop,40.60037279,-73.99109783,10/27/2012 13:40:18,0 days 01:22:47.000000000,410
12,Other Great Outdoors,40.7576439,-73.98590326,11/23/2012 5:56:16,0 days 11:18:00.000000000,417
12,Paper / Office Supplies Store,40.59884472,-73.98531867,11/23/2012 8:39:55,0 days 02:43:39.000000000,417
13,College Academic Building,40.91118966,-73.90711069,10/27/2012 10:02:23,0 days 11:01:16.000000000,424
13,College Academic Building,40.91118966,-73.90711069,10/27/2012 10:59:02,0 days 00:56:39.000000000,424
13,College Academic Building,40.91118966,-73.90711069,10/27/2012 12:50:07,0 days 01:51:05.000000000,424
13,College Academic Building,40.91163004,-73.90776816,10/27/2012 13:20:53,0 days 00:30:46.000000000,424
13,Student Center,40.91124844,-73.90751034,10/27/2012 13:22:17,0 days 00:01:24.000000000,424
13,College Academic Building,40.911961,-73.906654,11/7/2012 11:26:23,0 days 03:02:08.000000000,429
13,College Academic Building,40.91183,-73.906612,11/7/2012 11:27:35,0 days 00:01:12.000000000,429
13,College Academic Building,40.911961,-73.906654,11/7/2012 12:36:40,0 days 01:09:05.000000000,429
13,College Academic Building,40.91163004,-73.90776816,11/7/2012 12:59:31,0 days 00:22:51.000000000,429
13,College Academic Building,40.91159986,-73.90760166,11/7/2012 12:59:34,0 days 00:00:03.000000000,429
13,College Academic Building,40.91123425,-73.9082855,11/7/2012 13:17:33,0 days 00:17:59.000000000,429
13,College Academic Building,40.9135961,-73.90890495,11/16/2012 12:33:07,0 days 11:19:37.000000000,435
13,College Academic Building,40.91118966,-73.90711069,11/16/2012 14:50:02,0 days 02:16:55.000000000,435
13,College Academic Building,40.911961,-73.906654,11/16/2012 14:50:38,0 days 00:00:36.000000000,435
13,College Academic Building,40.91118966,-73.90711069,11/18/2012 8:49:35,0 days 15:37:20.000000000,437
13,College Academic Building,40.91163004,-73.90776816,11/18/2012 9:25:37,0 days 00:36:02.000000000,437
13,Other Nightlife,40.91160396,-73.90771074,11/18/2012 9:27:12,0 days 00:01:35.000000000,437
13,College Academic Building,40.91163004,-73.90776816,11/18/2012 9:34:22,0 days 00:07:10.000000000,437
13,College Academic Building,40.91159986,-73.90760166,11/18/2012 9:34:59,0 days 00:00:37.000000000,437
13,College Academic Building,40.91118966,-73.90711069,11/18/2012 10:11:48,0 days 00:36:49.000000000,437
13,College Academic Building,40.91183,-73.906612,11/19/2012 11:56:15,1 days 01:44:27.000000000,438
13,Neighborhood,40.90105787,-73.90605927,11/19/2012 12:22:48,0 days 00:26:33.000000000,438
13,College Academic Building,40.91118966,-73.90711069,11/19/2012 14:24:35,0 days 02:01:47.000000000,438
13,College Academic Building,40.911298,-73.907193,11/19/2012 14:25:50,0 days 00:01:15.000000000,438
13,Athletic & Sport,40.91334888,-73.90638448,12/7/2012 22:44:52,0 days 05:05:51.000000000,445
13,College Academic Building,40.91118966,-73.90711069,12/7/2012 22:45:28,0 days 00:00:36.000000000,445
13,College Academic Building,40.91159429,-73.90754424,12/7/2012 22:45:44,0 days 00:00:16.000000000,445
13,Garden,40.92048489,-73.8888073,12/7/2012 23:02:06,0 days 00:16:22.000000000,445
13,College Academic Building,40.91159986,-73.90760166,12/9/2012 20:39:16,1 days 06:02:51.000000000,448
13,College Academic Building,40.91163004,-73.90776816,12/9/2012 20:39:51,0 days 00:00:35.000000000,448
13,College Academic Building,40.91123778,-73.90816431,12/9/2012 21:20:51,0 days 00:41:00.000000000,448
13,College Academic Building,40.91183,-73.906612,12/9/2012 21:21:07,0 days 00:00:16.000000000,448
13,College Academic Building,40.91183,-73.906612,12/9/2012 21:21:56,0 days 00:00:49.000000000,448
13,College Academic Building,40.91163004,-73.90776816,12/12/2012 12:51:19,0 days 13:40:37.000000000,454
13,Home (private),40.911136,-73.907403,12/12/2012 13:15:21,0 days 00:24:02.000000000,454
13,College Academic Building,40.9135961,-73.90890495,12/14/2012 13:12:08,0 days 04:44:30.000000000,458
13,College Academic Building,40.91183,-73.906612,12/14/2012 15:20:40,0 days 02:08:32.000000000,458
13,College Academic Building,40.91118966,-73.90711069,12/17/2012 12:02:10,0 days 10:34:31.000000000,463
13,Residential Building (Apartment / Condo),40.911287,-73.907189,12/17/2012 12:03:21,0 days 00:01:11.000000000,463
14,Salon / Barbershop,40.73991469,-73.98923268,4/6/2012 11:45:10,1 days 04:36:24.000000000,475
14,Tea Room,40.74095989,-73.98918103,4/6/2012 12:22:28,0 days 00:37:18.000000000,475
14,Park,40.74218831,-73.98792419,4/6/2012 12:23:22,0 days 00:00:54.000000000,475
14,Food & Drink Shop,40.73652697,-73.99055958,4/7/2012 12:00:15,0 days 03:14:07.000000000,476
14,Food & Drink Shop,40.73431844,-73.98867026,4/7/2012 12:02:00,0 days 00:01:45.000000000,476
14,Park,40.74218831,-73.98792419,4/21/2012 8:32:44,1 days 01:25:44.000000000,479
14,Food & Drink Shop,40.73652697,-73.99055958,4/21/2012 10:58:34,0 days 02:25:50.000000000,479
14,Park,40.74218831,-73.98792419,5/11/2012 17:28:18,0 days 03:22:06.000000000,481
14,Food & Drink Shop,40.74186151,-73.98943363,5/11/2012 18:16:29,0 days 00:48:11.000000000,481
14,Park,40.74218831,-73.98792419,5/14/2012 7:26:16,0 days 12:53:14.000000000,483
14,Park,40.74218831,-73.98792419,5/14/2012 8:51:24,0 days 01:25:08.000000000,483
14,Italian Restaurant,40.75672504,-73.98452667,5/16/2012 19:46:35,0 days 06:08:13.000000000,485
14,Theater,40.75669321,-73.98386093,5/16/2012 19:52:12,0 days 00:05:37.000000000,485
